Fecha,LATINO,REP_DOM,BRAZIL,COLOMBIA,ECUADOR,ARGENTINA,MEXICO,PERU,PANAMA,VENEZUELA,URUGUAY,CHILE,EL_SALVADOR,RD_LATINO,,,,,,,,,,,,,,
28-Jun-13,3.83,4.01,2.43,1.93,6.65,11.99,2.23,2.01,2.18,9.76,2.35,1.80,4.36,0.18,,,,,,,,,,,,,,
1-Jul-13,3.73,3.88,2.39,1.83,6.65,11.89,2.13,1.92,2.08,9.53,2.23,1.77,4.21,0.15,,,,,,,,,,,,,,
2-Jul-13,3.72,3.74,2.41,1.78,6.65,11.99,2.11,1.86,2.03,9.62,2.21,1.78,4.16,0.02,,,,,,,,,,,,,,
3-Jul-13,3.74,3.72,2.44,1.83,6.64,12.04,2.14,1.91,2.01,9.72,2.12,1.79,4.15,-0.02,,,,,,,,,,,,,,
5-Jul-13,3.66,3.51,2.41,1.80,6.58,11.88,2.11,1.85,1.80,9.57,1.90,1.83,3.93,-0.15,,,,,,,,,,,,,,
8-Jul-13,3.72,3.66,2.47,1.89,6.63,11.94,2.17,1.89,1.92,9.60,1.96,1.81,3.99,-0.06,,,,,,,,,,,,,,
9-Jul-13,3.75,3.68,2.48,1.89,6.62,11.94,2.15,1.89,1.94,9.91,1.96,1.82,4.01,-0.07,,,,,,,,,,,,,,
10-Jul-13,3.74,3.63,2.44,1.82,6.59,12.05,2.11,1.84,1.92,10.25,1.90,1.76,3.94,-0.11,,,,,,,,,,,,,,
11-Jul-13,3.79,3.75,2.46,1.85,6.64,11.94,2.19,1.88,2.01,10.20,2.00,1.83,4.04,-0.03,,,,,,,,,,,,,,
12-Jul-13,3.73,3.73,2.40,1.77,6.62,11.88,2.12,1.80,1.97,10.17,1.98,1.81,3.99,-0.00,,,,,,,,,,,,,,
15-Jul-13,3.67,3.77,2.30,1.62,6.64,11.64,2.04,1.75,1.98,10.08,2.02,1.77,4.04,0.10,,,,,,,,,,,,,,
16-Jul-13,3.63,3.79,2.28,1.57,6.65,11.42,1.97,1.74,1.96,9.99,2.01,1.75,4.06,0.16,,,,,,,,,,,,,,
17-Jul-13,3.56,3.83,2.19,1.51,6.67,11.39,1.88,1.66,1.94,9.72,1.93,1.69,4.09,0.27,,,,,,,,,,,,,,
18-Jul-13,3.42,3.84,2.10,1.44,6.22,10.52,1.81,1.57,1.82,9.24,1.88,1.63,4.05,0.42,,,,,,,,,,,,,,
19-Jul-13,3.47,3.88,2.13,1.47,6.23,10.75,1.85,1.60,1.87,9.46,1.86,1.59,4.10,0.41,,,,,,,,,,,,,,
22-Jul-13,3.43,3.88,2.14,1.48,6.22,10.40,1.86,1.56,1.88,9.40,1.78,1.56,4.07,0.44,,,,,,,,,,,,,,
23-Jul-13,3.40,3.86,2.14,1.48,6.21,10.25,1.85,1.53,1.83,9.23,1.76,1.54,4.05,0.46,,,,,,,,,,,,,,
24-Jul-13,3.42,3.78,2.17,1.55,6.17,10.63,1.85,1.57,1.75,9.31,1.69,1.53,3.97,0.36,,,,,,,,,,,,,,
25-Jul-13,3.47,3.78,2.23,1.59,6.18,10.92,1.89,1.63,1.77,9.37,1.74,1.56,3.98,0.31,,,,,,,,,,,,,,
26-Jul-13,3.55,3.80,2.35,1.68,6.21,11.07,1.97,1.72,1.82,9.52,1.78,1.61,4.01,0.25,,,,,,,,,,,,,,
29-Jul-13,3.58,3.78,2.38,1.73,6.21,11.39,1.99,1.75,1.78,9.61,1.75,1.61,4.01,0.20,,,,,,,,,,,,,,
30-Jul-13,3.60,3.77,2.41,1.77,6.20,11.30,2.02,1.78,1.79,9.65,1.78,1.59,4.00,0.17,,,,,,,,,,,,,,
31-Jul-13,3.62,3.85,2.41,1.81,6.20,11.12,2.02,1.80,1.83,9.66,1.85,1.60,4.05,0.24,,,,,,,,,,,,,,
1-Aug-13,3.56,3.68,2.38,1.81,6.17,10.95,1.98,1.79,1.73,9.50,1.79,1.58,3.91,0.13,,,,,,,,,,,,,,
2-Aug-13,3.60,3.90,2.41,1.83,6.21,11.01,2.00,1.79,1.87,9.44,1.92,1.62,4.02,0.30,,,,,,,,,,,,,,
5-Aug-13,3.57,3.88,2.38,1.78,6.20,10.94,1.99,1.76,1.84,9.36,1.88,1.61,3.99,0.31,,,,,,,,,,,,,,
6-Aug-13,3.54,3.87,2.38,1.72,6.19,10.69,1.96,1.79,1.83,9.29,1.88,1.62,3.98,0.33,,,,,,,,,,,,,,
7-Aug-13,3.61,3.91,2.42,1.76,6.17,10.67,2.00,1.83,1.88,9.52,2.04,1.68,4.03,0.30,,,,,,,,,,,,,,
8-Aug-13,3.60,3.87,2.39,1.76,6.18,10.52,2.01,1.83,1.94,9.40,2.05,1.68,4.04,0.27,,,,,,,,,,,,,,
9-Aug-13,3.60,3.87,2.41,1.76,6.17,10.36,2.04,1.86,1.96,9.37,2.07,1.70,4.06,0.27,,,,,,,,,,,,,,
12-Aug-13,3.57,3.85,2.36,1.73,6.17,10.32,2.02,1.83,1.93,9.23,2.05,1.70,4.03,0.28,,,,,,,,,,,,,,
13-Aug-13,3.50,3.70,2.28,1.69,6.13,10.20,1.95,1.77,1.82,9.16,2.08,1.67,3.92,0.20,,,,,,,,,,,,,,
14-Aug-13,3.51,3.64,2.32,1.71,6.13,10.18,1.93,1.81,1.82,9.17,2.08,1.68,3.92,0.13,,,,,,,,,,,,,,
15-Aug-13,3.52,3.60,2.34,1.76,6.11,10.19,1.93,1.85,1.78,9.18,2.12,1.68,3.88,0.08,,,,,,,,,,,,,,
16-Aug-13,3.50,3.54,2.37,1.77,6.10,10.17,1.94,1.88,1.71,9.07,2.07,1.66,3.81,0.04,,,,,,,,,,,,,,
19-Aug-13,3.59,3.55,2.46,1.85,6.31,10.34,2.05,1.93,1.78,9.29,2.09,1.71,3.78,-0.03,,,,,,,,,,,,,,
20-Aug-13,3.66,3.62,2.47,1.87,6.56,10.39,2.07,1.97,2.00,9.60,2.17,1.74,3.89,-0.05,,,,,,,,,,,,,,
21-Aug-13,3.72,3.69,2.52,1.92,6.52,10.43,2.14,2.00,1.96,9.81,2.35,1.77,3.90,-0.03,,,,,,,,,,,,,,
22-Aug-13,3.68,3.74,2.44,1.88,6.48,10.23,2.10,1.96,1.98,9.70,2.34,1.72,3.97,0.06,,,,,,,,,,,,,,
23-Aug-13,3.75,3.81,2.48,1.89,6.50,10.72,2.16,1.99,2.07,9.73,2.43,1.77,4.07,0.06,,,,,,,,,,,,,,
26-Aug-13,3.76,3.84,2.48,1.88,6.51,10.75,2.16,1.99,2.09,9.79,2.44,1.77,4.11,0.07,,,,,,,,,,,,,,
27-Aug-13,3.88,3.92,2.55,1.95,6.53,11.20,2.23,2.08,2.18,10.15,2.52,1.84,4.19,0.04,,,,,,,,,,,,,,
28-Aug-13,3.86,3.85,2.53,1.95,6.48,11.27,2.22,2.06,2.13,10.16,2.46,1.81,4.15,-0.01,,,,,,,,,,,,,,
29-Aug-13,3.91,4.02,2.57,2.00,6.49,11.63,2.24,2.08,2.20,10.14,2.51,1.84,4.21,0.11,,,,,,,,,,,,,,
30-Aug-13,3.87,3.99,2.57,1.98,6.49,11.70,2.22,2.07,2.19,10.17,2.42,1.82,4.21,0.12,,,,,,,,,,,,,,
3-Sep-13,3.82,3.91,2.53,1.94,6.46,11.28,2.19,2.04,2.12,10.14,2.34,1.84,4.14,0.09,,,,,,,,,,,,,,
4-Sep-13,3.84,3.86,2.55,1.96,6.40,11.01,2.21,2.02,2.14,10.50,2.31,1.82,4.19,0.02,,,,,,,,,,,,,,
5-Sep-13,3.78,3.83,2.48,1.94,6.34,10.85,2.16,1.96,2.06,10.39,2.22,1.83,4.13,0.05,,,,,,,,,,,,,,
6-Sep-13,3.74,3.91,2.43,1.89,6.40,10.75,2.12,1.92,2.10,10.13,2.25,1.83,4.22,0.16,,,,,,,,,,,,,,
9-Sep-13,3.70,3.94,2.37,1.83,6.42,10.62,2.09,1.88,2.09,9.87,2.20,1.82,4.29,0.24,,,,,,,,,,,,,,
10-Sep-13,3.70,3.87,2.41,1.93,6.39,10.73,2.11,1.94,2.03,9.75,2.16,1.81,4.25,0.17,,,,,,,,,,,,,,
11-Sep-13,3.67,3.91,2.36,1.87,6.40,10.73,2.06,1.90,2.06,9.63,2.16,1.76,4.29,0.24,,,,,,,,,,,,,,
12-Sep-13,3.69,3.99,2.37,1.88,6.41,11.10,2.07,1.91,2.08,9.50,2.18,1.76,4.31,0.29,,,,,,,,,,,,,,
13-Sep-13,3.66,4.00,2.35,1.85,6.40,11.14,2.05,1.91,2.07,9.28,2.19,1.75,4.32,0.33,,,,,,,,,,,,,,
16-Sep-13,3.59,4.09,2.28,1.75,6.45,10.89,1.95,1.82,2.04,9.23,2.02,1.72,4.28,0.50,,,,,,,,,,,,,,
17-Sep-13,3.54,4.11,2.23,1.69,6.47,10.92,1.92,1.78,2.00,9.02,1.98,1.69,4.25,0.57,,,,,,,,,,,,,,
18-Sep-13,3.47,4.22,2.18,1.55,6.52,10.63,1.85,1.74,2.05,8.68,1.95,1.64,4.33,0.74,,,,,,,,,,,,,,
19-Sep-13,3.43,4.11,2.16,1.61,6.51,10.44,1.83,1.62,1.90,8.85,1.85,1.64,4.10,0.69,,,,,,,,,,,,,,
20-Sep-13,3.45,4.12,2.20,1.66,6.51,10.37,1.86,1.63,1.93,8.91,1.87,1.64,4.12,0.67,,,,,,,,,,,,,,
23-Sep-13,3.45,4.12,2.20,1.69,6.52,10.30,1.88,1.63,1.96,8.85,1.89,1.64,4.06,0.67,,,,,,,,,,,,,,
24-Sep-13,3.51,4.17,2.28,1.76,6.52,10.13,1.96,1.66,1.99,9.12,1.94,1.67,4.08,0.66,,,,,,,,,,,,,,
25-Sep-13,3.55,4.20,2.28,1.77,6.75,10.07,1.98,1.69,2.02,9.40,1.94,1.68,4.08,0.65,,,,,,,,,,,,,,
26-Sep-13,3.62,4.27,2.36,1.83,6.74,10.17,2.02,1.76,2.02,9.95,1.93,1.67,4.07,0.65,,,,,,,,,,,,,,
27-Sep-13,3.64,4.27,2.39,1.84,6.27,10.24,2.04,1.79,2.06,9.90,1.97,1.68,4.08,0.63,,,,,,,,,,,,,,
30-Sep-13,3.71,4.29,2.45,1.87,6.28,10.35,2.10,1.84,2.08,10.10,2.00,1.71,4.09,0.58,,,,,,,,,,,,,,
1-Oct-13,3.70,4.26,2.42,1.85,6.26,10.39,2.07,1.80,2.05,10.21,1.96,1.68,4.06,0.56,,,,,,,,,,,,,,
2-Oct-13,3.74,4.29,2.41,1.87,6.27,10.29,2.09,1.79,2.06,10.76,1.98,1.67,4.08,0.55,,,,,,,,,,,,,,
3-Oct-13,3.75,4.15,2.41,1.85,6.27,10.19,2.11,1.80,2.06,10.94,1.99,1.67,4.09,0.41,,,,,,,,,,,,,,
4-Oct-13,3.67,4.08,2.38,1.80,6.26,10.05,2.07,1.77,2.03,10.36,1.97,1.64,4.06,0.41,,,,,,,,,,,,,,
7-Oct-13,3.65,4.00,2.36,1.79,6.24,9.97,2.07,1.75,2.04,10.21,1.97,1.63,4.07,0.35,,,,,,,,,,,,,,
8-Oct-13,3.62,3.96,2.32,1.76,6.20,9.79,2.05,1.72,2.01,10.30,1.97,1.62,4.07,0.33,,,,,,,,,,,,,,
9-Oct-13,3.60,3.85,2.30,1.74,6.20,9.71,2.03,1.69,1.97,10.39,1.94,1.62,4.03,0.25,,,,,,,,,,,,,,
10-Oct-13,3.53,3.82,2.27,1.70,6.21,9.19,2.01,1.68,1.94,10.19,1.91,1.61,3.90,0.29,,,,,,,,,,,,,,
11-Oct-13,3.51,3.81,2.22,1.66,6.22,9.04,1.97,1.66,1.94,10.22,1.92,1.62,3.90,0.30,,,,,,,,,,,,,,
15-Oct-13,3.46,3.76,2.16,1.62,6.21,8.87,1.93,1.61,1.90,10.17,1.87,1.60,3.81,0.30,,,,,,,,,,,,,,
16-Oct-13,3.52,3.72,2.19,1.66,6.22,9.08,1.98,1.65,1.94,10.47,1.93,1.60,3.86,0.20,,,,,,,,,,,,,,
17-Oct-13,3.55,3.81,2.22,1.67,6.24,9.04,2.01,1.71,2.03,10.44,2.01,1.63,3.93,0.25,,,,,,,,,,,,,,
18-Oct-13,3.46,3.80,2.13,1.61,5.03,8.51,1.92,1.68,2.02,10.45,1.93,1.59,3.83,0.34,,,,,,,,,,,,,,
21-Oct-13,3.45,3.78,2.17,1.60,5.03,8.42,1.93,1.69,1.97,10.42,1.87,1.58,3.75,0.33,,,,,,,,,,,,,,
22-Oct-13,3.50,3.86,2.20,1.64,5.04,8.59,1.93,1.75,2.03,10.54,1.91,1.60,3.83,0.36,,,,,,,,,,,,,,
23-Oct-13,3.50,3.77,2.20,1.66,5.02,8.73,1.93,1.74,2.05,10.45,1.92,1.60,3.85,0.27,,,,,,,,,,,,,,
24-Oct-13,3.52,3.72,2.22,1.69,5.02,8.96,1.98,1.75,2.01,10.44,1.89,1.61,3.78,0.20,,,,,,,,,,,,,,
25-Oct-13,3.53,3.71,2.25,1.73,5.02,8.91,2.01,1.79,2.01,10.23,1.91,1.64,3.78,0.18,,,,,,,,,,,,,,
28-Oct-13,3.51,3.70,2.26,1.73,5.01,8.81,2.01,1.79,2.00,10.16,1.90,1.64,3.77,0.18,,,,,,,,,,,,,,
29-Oct-13,3.53,3.70,2.26,1.73,5.00,9.09,2.00,1.78,1.99,10.28,1.91,1.63,3.72,0.17,,,,,,,,,,,,,,
30-Oct-13,3.50,3.65,2.23,1.68,4.99,9.21,1.95,1.74,1.97,10.14,1.90,1.62,3.70,0.15,,,,,,,,,,,,,,
31-Oct-13,3.50,3.62,2.29,1.70,4.99,9.21,1.96,1.76,1.96,10.14,1.90,1.61,3.69,0.12,,,,,,,,,,,,,,
1-Nov-13,3.51,3.61,2.34,1.71,5.23,8.92,2.00,1.76,1.96,10.29,1.88,1.61,3.66,0.11,,,,,,,,,,,,,,
4-Nov-13,3.51,3.65,2.33,1.71,5.23,8.75,2.01,1.75,1.98,10.31,1.96,1.61,3.67,0.14,,,,,,,,,,,,,,
5-Nov-13,3.52,3.69,2.36,1.74,5.23,8.41,2.04,1.76,1.96,10.57,1.92,1.64,3.60,0.17,,,,,,,,,,,,,,
6-Nov-13,3.56,3.82,2.38,1.78,5.22,8.41,2.07,1.77,2.03,10.67,1.96,1.64,3.65,0.26,,,,,,,,,,,,,,
7-Nov-13,3.63,3.94,2.44,1.84,5.23,8.38,2.12,1.82,2.07,11.11,2.01,1.64,3.71,0.31,,,,,,,,,,,,,,
8-Nov-13,3.61,3.85,2.48,1.85,5.20,8.25,2.13,1.82,2.00,11.15,1.91,1.63,3.58,0.24,,,,,,,,,,,,,,
12-Nov-13,3.74,3.97,2.52,1.90,5.18,8.31,2.16,1.89,2.07,12.37,2.02,1.64,3.68,0.23,,,,,,,,,,,,,,
13-Nov-13,3.77,3.99,2.52,1.90,5.18,8.39,2.17,1.89,2.12,12.38,2.10,1.66,3.74,0.22,,,,,,,,,,,,,,
14-Nov-13,3.74,4.04,2.47,1.84,5.19,8.29,2.12,1.82,2.16,12.23,2.17,1.64,3.78,0.30,,,,,,,,,,,,,,
15-Nov-13,3.68,4.03,2.45,1.80,5.19,8.13,2.09,1.79,2.14,11.82,2.17,1.63,3.80,0.35,,,,,,,,,,,,,,
18-Nov-13,3.68,4.03,2.44,1.79,5.44,8.07,2.07,1.79,2.14,11.89,2.17,1.61,3.83,0.35,,,,,,,,,,,,,,
19-Nov-13,3.71,4.00,2.48,1.79,5.44,8.29,2.06,1.79,2.11,12.30,2.14,1.62,3.79,0.28,,,,,,,,,,,,,,
20-Nov-13,3.66,3.94,2.48,1.80,5.44,8.06,2.04,1.78,2.01,12.03,2.09,1.63,3.71,0.28,,,,,,,,,,,,,,
21-Nov-13,3.69,3.95,2.48,1.83,5.44,7.91,2.08,1.81,2.14,12.09,2.12,1.64,3.72,0.26,,,,,,,,,,,,,,
22-Nov-13,3.67,3.97,2.50,1.85,5.42,7.90,2.09,1.83,2.17,11.62,2.16,1.63,3.75,0.30,,,,,,,,,,,,,,
25-Nov-13,3.70,4.04,2.55,1.88,5.40,8.03,2.11,1.90,2.19,11.42,2.19,1.64,3.84,0.34,,,,,,,,,,,,,,
26-Nov-13,3.75,4.14,2.57,1.90,5.39,7.89,2.13,1.94,2.22,11.85,2.26,1.67,3.96,0.39,,,,,,,,,,,,,,
27-Nov-13,3.73,4.08,2.56,1.90,5.39,7.76,2.11,1.93,2.19,12.21,2.20,1.71,3.98,0.34,,,,,,,,,,,,,,
2-Dec-13,3.76,4.04,2.63,1.90,5.39,7.77,2.12,1.93,2.15,12.62,2.17,1.69,3.92,0.29,,,,,,,,,,,,,,
3-Dec-13,3.79,4.15,2.68,1.93,5.39,7.95,2.14,1.95,2.19,12.58,2.20,1.72,3.98,0.36,,,,,,,,,,,,,,
4-Dec-13,3.78,4.27,2.66,1.93,5.37,8.05,2.10,1.93,2.14,12.48,2.12,1.69,4.01,0.49,,,,,,,,,,,,,,
5-Dec-13,3.75,4.33,2.64,1.93,5.36,7.98,2.08,1.91,2.12,12.15,2.11,1.69,4.06,0.59,,,,,,,,,,,,,,
6-Dec-13,3.70,4.32,2.55,1.88,5.35,7.80,2.02,1.88,2.15,12.00,2.17,1.65,4.08,0.62,,,,,,,,,,,,,,
9-Dec-13,3.68,4.33,2.54,1.89,5.34,7.75,2.00,1.87,2.15,11.76,2.20,1.64,4.16,0.65,,,,,,,,,,,,,,
10-Dec-13,3.70,4.34,2.54,1.87,5.35,7.82,2.02,1.89,2.20,11.56,2.25,1.67,4.23,0.65,,,,,,,,,,,,,,
11-Dec-13,3.67,4.29,2.51,1.84,5.33,7.83,1.98,1.84,2.16,11.68,2.21,1.66,4.18,0.61,,,,,,,,,,,,,,
12-Dec-13,3.61,4.24,2.44,1.77,5.30,7.91,1.92,1.77,2.12,11.43,2.18,1.63,4.12,0.63,,,,,,,,,,,,,,
13-Dec-13,3.57,4.01,2.43,1.74,5.30,8.04,1.89,1.76,2.12,11.03,2.19,1.60,4.14,0.44,,,,,,,,,,,,,,
16-Dec-13,3.54,3.96,2.41,1.72,5.29,8.06,1.86,1.73,2.11,10.70,2.17,1.59,4.13,0.42,,,,,,,,,,,,,,
17-Dec-13,3.62,3.86,2.47,1.78,5.30,8.24,1.93,1.77,2.13,11.26,2.17,1.62,4.15,0.24,,,,,,,,,,,,,,
18-Dec-13,3.58,3.82,2.43,1.76,5.27,8.24,1.89,1.71,2.08,11.31,2.11,1.59,4.03,0.24,,,,,,,,,,,,,,
19-Dec-13,3.53,3.75,2.37,1.74,5.24,8.22,1.87,1.68,2.06,11.14,2.02,1.55,3.98,0.22,,,,,,,,,,,,,,
20-Dec-13,3.54,3.58,2.38,1.73,5.22,8.26,1.89,1.73,2.11,11.19,2.07,1.50,4.02,0.04,,,,,,,,,,,,,,
23-Dec-13,3.51,3.55,2.35,1.70,5.34,8.23,1.85,1.70,2.08,11.16,2.03,1.50,3.97,0.04,,,,,,,,,,,,,,
24-Dec-13,3.46,3.50,2.29,1.64,5.31,8.17,1.79,1.63,2.02,11.23,1.97,1.47,3.91,0.03,,,,,,,,,,,,,,
26-Dec-13,3.45,3.49,2.28,1.63,5.31,8.16,1.78,1.62,2.01,11.23,1.96,1.47,3.90,0.04,,,,,,,,,,,,,,
27-Dec-13,3.47,3.49,2.31,1.64,5.31,8.09,1.78,1.63,1.99,11.41,1.94,1.47,3.89,0.02,,,,,,,,,,,,,,
30-Dec-13,3.50,3.52,2.34,1.67,5.32,8.12,1.81,1.66,2.02,11.44,1.98,1.49,3.93,0.03,,,,,,,,,,,,,,
31-Dec-13,3.46,3.49,2.30,1.63,5.30,8.08,1.77,1.62,1.99,11.41,1.94,1.48,3.89,0.03,,,,,,,,,,,,,,
2-Jan-14,3.48,3.50,2.35,1.69,5.30,8.00,1.82,1.65,2.02,11.31,1.97,1.48,3.92,0.02,,,,,,,,,,,,,,
3-Jan-14,3.46,3.49,2.35,1.67,5.28,7.93,1.81,1.64,2.01,11.25,1.96,1.47,3.90,0.03,,,,,,,,,,,,,,
6-Jan-14,3.50,3.56,2.41,1.70,5.55,7.96,1.84,1.66,2.03,11.43,1.98,1.48,3.94,0.06,,,,,,,,,,,,,,
7-Jan-14,3.56,3.53,2.49,1.72,5.54,8.36,1.89,1.68,2.05,11.62,2.00,1.48,3.93,-0.03,,,,,,,,,,,,,,
8-Jan-14,3.54,3.46,2.51,1.71,5.50,8.40,1.87,1.66,2.01,11.57,1.99,1.46,3.88,-0.08,,,,,,,,,,,,,,
9-Jan-14,3.55,3.48,2.50,1.71,5.50,8.67,1.87,1.64,2.02,11.40,2.02,1.48,3.91,-0.07,,,,,,,,,,,,,,
10-Jan-14,3.65,3.63,2.54,1.77,5.68,9.14,1.94,1.70,2.11,11.71,2.10,1.51,4.00,-0.02,,,,,,,,,,,,,,
13-Jan-14,3.69,3.68,2.55,1.78,5.69,9.37,1.97,1.72,2.13,11.81,2.12,1.53,4.03,-0.00,,,,,,,,,,,,,,
14-Jan-14,3.63,3.66,2.53,1.74,5.67,9.11,1.93,1.67,2.06,11.72,2.07,1.53,3.99,0.03,,,,,,,,,,,,,,
15-Jan-14,3.58,3.64,2.47,1.68,5.64,9.01,1.90,1.63,2.02,11.50,2.05,1.51,3.98,0.06,,,,,,,,,,,,,,
16-Jan-14,3.65,3.65,2.49,1.72,5.64,9.26,1.92,1.66,2.04,12.10,2.08,1.51,4.02,-0.00,,,,,,,,,,,,,,
17-Jan-14,3.69,3.66,2.52,1.74,5.65,9.41,1.93,1.68,2.05,12.29,2.08,1.51,4.06,-0.02,,,,,,,,,,,,,,
21-Jan-14,3.69,3.65,2.51,1.77,5.65,9.20,1.93,1.69,2.05,12.55,2.08,1.51,4.07,-0.04,,,,,,,,,,,,,,
22-Jan-14,3.74,3.63,2.55,1.84,5.61,9.52,1.95,1.76,2.04,12.81,2.04,1.51,4.08,-0.12,,,,,,,,,,,,,,
23-Jan-14,3.88,3.77,2.66,1.96,5.78,9.96,2.04,1.90,2.13,13.23,2.14,1.58,4.17,-0.11,,,,,,,,,,,,,,
24-Jan-14,3.98,3.89,2.69,2.02,5.92,10.43,2.09,1.93,2.20,13.48,2.24,1.66,4.30,-0.08,,,,,,,,,,,,,,
27-Jan-14,3.96,3.87,2.69,2.02,6.06,10.18,2.09,1.93,2.20,13.41,2.23,1.65,4.29,-0.09,,,,,,,,,,,,,,
28-Jan-14,3.94,3.89,2.69,2.01,6.07,9.83,2.09,1.94,2.25,13.16,2.24,1.65,4.31,-0.05,,,,,,,,,,,,,,
29-Jan-14,4.06,3.93,2.78,2.09,6.04,10.37,2.19,2.01,2.33,13.54,2.37,1.67,4.44,-0.12,,,,,,,,,,,,,,
30-Jan-14,4.07,3.88,2.78,2.09,6.04,10.67,2.19,2.01,2.31,13.72,2.34,1.69,4.47,-0.19,,,,,,,,,,,,,,
31-Jan-14,4.11,3.92,2.78,2.08,6.05,10.85,2.19,2.02,2.36,14.00,2.39,1.72,4.63,-0.19,,,,,,,,,,,,,,
3-Feb-14,4.20,3.98,2.84,2.14,6.08,11.03,2.27,2.10,2.44,14.18,2.46,1.77,4.96,-0.22,,,,,,,,,,,,,,
4-Feb-14,4.10,3.93,2.75,2.04,6.07,10.56,2.17,2.00,2.41,13.76,2.40,1.75,5.07,-0.17,,,,,,,,,,,,,,
5-Feb-14,4.02,3.88,2.66,1.97,6.05,10.18,2.06,1.91,2.34,14.11,2.33,1.67,5.00,-0.15,,,,,,,,,,,,,,
6-Feb-14,3.98,3.82,2.60,1.92,6.04,9.84,2.00,1.88,2.31,14.43,2.30,1.63,4.95,-0.16,,,,,,,,,,,,,,
7-Feb-14,3.91,3.86,2.59,1.88,6.05,9.61,1.95,1.83,2.31,13.67,2.29,1.61,4.98,-0.05,,,,,,,,,,,,,,
10-Feb-14,3.93,3.63,2.62,1.92,6.04,9.84,1.95,1.82,2.27,14.04,2.29,1.61,4.98,-0.30,,,,,,,,,,,,,,
11-Feb-14,3.89,3.58,2.60,1.90,6.02,9.72,1.92,1.78,2.23,13.91,2.24,1.58,4.94,-0.31,,,,,,,,,,,,,,
12-Feb-14,3.89,3.58,2.60,1.90,6.02,9.72,1.92,1.78,2.23,13.91,2.24,1.58,4.94,-0.31,,,,,,,,,,,,,,
13-Feb-14,3.88,3.62,2.60,1.84,6.17,9.70,1.92,1.78,2.22,13.88,2.21,1.58,4.93,-0.26,,,,,,,,,,,,,,
14-Feb-14,3.87,3.60,2.59,1.83,6.16,9.51,1.91,1.77,2.20,14.11,2.18,1.56,4.86,-0.26,,,,,,,,,,,,,,
18-Feb-14,3.93,3.64,2.61,1.86,6.17,9.72,1.93,1.78,2.23,14.82,2.18,1.56,4.86,-0.29,,,,,,,,,,,,,,
19-Feb-14,3.91,3.61,2.54,1.83,6.15,9.86,1.90,1.78,2.20,14.90,2.15,1.56,4.84,-0.30,,,,,,,,,,,,,,
20-Feb-14,3.87,3.55,2.52,1.85,6.14,9.61,1.90,1.78,2.17,14.53,2.13,1.56,4.82,-0.32,,,,,,,,,,,,,,
21-Feb-14,3.85,3.54,2.49,1.86,6.14,9.51,1.91,1.77,2.20,14.18,2.15,1.56,4.82,-0.31,,,,,,,,,,,,,,
24-Feb-14,3.77,3.52,2.41,1.78,6.13,9.28,1.87,1.73,2.17,13.66,2.14,1.54,4.75,-0.25,,,,,,,,,,,,,,
25-Feb-14,3.78,3.56,2.46,1.81,6.13,9.24,1.91,1.78,2.23,13.17,2.19,1.56,4.78,-0.22,,,,,,,,,,,,,,
26-Feb-14,3.81,3.59,2.51,1.86,6.10,9.27,1.95,1.82,2.25,13.25,2.21,1.56,4.81,-0.23,,,,,,,,,,,,,,
27-Feb-14,3.76,3.60,2.48,1.82,6.10,9.17,1.93,1.82,2.19,12.81,2.21,1.53,4.82,-0.16,,,,,,,,,,,,,,
28-Feb-14,3.69,3.59,2.51,1.84,6.09,9.07,1.95,1.81,2.14,12.55,2.17,1.51,4.82,-0.11,,,,,,,,,,,,,,
3-Mar-14,3.76,3.63,2.58,1.91,6.11,9.26,1.99,1.84,2.17,12.94,2.16,1.54,4.87,-0.13,,,,,,,,,,,,,,
4-Mar-14,3.63,3.57,2.45,1.77,6.08,9.17,1.87,1.73,2.05,12.35,2.08,1.50,4.78,-0.06,,,,,,,,,,,,,,
5-Mar-14,3.60,3.55,2.36,1.72,6.07,9.29,1.82,1.66,1.96,12.55,2.06,1.48,4.75,-0.05,,,,,,,,,,,,,,
6-Mar-14,3.55,3.51,2.33,1.70,5.76,9.05,1.78,1.64,1.92,12.46,2.01,1.45,4.66,-0.03,,,,,,,,,,,,,,
7-Mar-14,3.50,3.46,2.35,1.70,5.74,8.99,1.77,1.63,1.87,12.04,1.96,1.43,4.57,-0.04,,,,,,,,,,,,,,
10-Mar-14,3.52,3.46,2.37,1.72,5.73,9.00,1.78,1.62,1.87,12.30,1.96,1.45,4.52,-0.06,,,,,,,,,,,,,,
11-Mar-14,3.54,3.48,2.42,1.75,5.73,9.03,1.82,1.62,1.89,12.17,1.98,1.48,4.54,-0.06,,,,,,,,,,,,,,
12-Mar-14,3.56,3.51,2.44,1.73,5.58,9.04,1.85,1.63,2.00,12.02,2.03,1.52,4.54,-0.05,,,,,,,,,,,,,,
13-Mar-14,3.64,3.64,2.51,1.82,5.60,9.26,1.94,1.68,2.08,12.19,2.12,1.54,4.62,-0.00,,,,,,,,,,,,,,
14-Mar-14,3.63,3.64,2.51,1.83,5.44,9.14,1.95,1.68,2.09,12.07,2.11,1.56,4.62,0.00,,,,,,,,,,,,,,
17-Mar-14,3.59,3.59,2.46,1.81,5.25,8.83,1.93,1.65,2.06,12.09,2.06,1.53,4.57,0.00,,,,,,,,,,,,,,
